,calle,barrio,municipio,tipo_vivienda,titulo,habitaciones,metros_cuadrados,aseos,planta,descripcion,etiquetas,garaje,precio
571,Ático,en Aldaia,Manises,,Ático en Aldaia,3,120,,Planta 3ª exterior con ascensor,"Este precioso ático dúplex está ubicado en Aldaya, con todos los servicios necesarios a un paso, en una zona residencial de nueva construcción muy tranquila. Es muy luminoso y agradable, está perfectamente conservado y muy cuidado, y todas sus habitaciones son exteriores.
Dispone de una hermosa terraza con armario par",[],Sí,206000
572,Piso en Alameda Park,Piso en Alameda Park,Manises,Piso,"Piso en Alameda Park, Manises",3,122,,Planta 1ª exterior con ascensor,"VALENZUELA CONSULTORES PRESENTA EN EXCLUSIVA ESTA FABULOSA VIVIENDA EN MANISES
Presentamos este fantástico piso en la ALAMEDA PARK, el inmueble consta de 3 habitaciones 2 cuartos de baño completos, una cocina independiente con galería, un salón comedor amplio, y lo más destacado de la vivienda, y la joya de la corona,",[],No,239000
573,Piso en Centro Ciudad,Piso en Centro Ciudad,Manises,Piso,"Piso en Centro Ciudad, Manises",3,99,,Planta 3ª exterior sin ascensor,"VALENZUELA CONSULTORES PRESENTA EN EXCLUSIVA ESTE FABULOSO PISO EN EL CENTRO DEL PUEBLO
Presentamos esta fantástica vivienda en el casco urbano de Manises, al lado del ayuntamiento y de los colegios.
El piso consta de tres habitaciones completas con armarios empotrados, calefacción, aire acondicionado, etc, a continu",[],No,150000
574,Casa o chalet independiente en La Presa - Collado - La Malla,Casa o chalet independiente en La Presa - Collado - La Malla,Manises,Chalet,"Casa o chalet independiente en La Presa - Collado - La Malla, Manises",6,550,,,"¡ M. VALENZUELA CONSULTORES PRESENTA en EXCLUSIVA este INCREÍBLE CHALET ¡
(Situado en la EN MONTE MAYOR la urbanización mas demandada de Manises)
Nuestro chalet se compone de 3 casas, la principal que tiene arriba y abajo, y al lado tiene otra parcela con otra casa sin terminar como se puede observar en la fotos, es",[],Sí,320000
575,Casa o chalet independiente en Riba-Roja,de Túria,Manises,Chalet,Casa o chalet independiente en Riba-Roja de Túria,4,200,,,"¡ M. VALENZUELA CONSULTORES PRESENTA ESTE INCREÍBLE CHALET ¡
¡Oportunidad única en la mejor zona! Este impresionante chalet independiente de 145 m² útiles y 200 m² construidos se encuentra en una parcela de 2.231 m², ofreciendo un espacio amplio y rodeado de naturaleza. Construido en 1988 con licencia de obras, este h",[],Sí,300000
576,Casa o chalet independiente en Centro Ciudad,Casa o chalet independiente en Centro Ciudad,Manises,Chalet,"Casa o chalet independiente en Centro Ciudad, Manises",3,143,,,"VALENZUELA CONSULTORES PRESENTA ESTA EXCLUSIVA Y FABULOSA CASA EN EL CENTRO PUEBLO
Presentamos esta fantástica casa en el casco urbano de Manises, al lado del ayuntamiento en una calle peatonal y de las mas tranquilas de pueblo.
La casa que es la parte de arriba totalmente independiente consta de tres habitaciones d",[],No,270000
577,Piso en calle d'Alacant,Santa Rita,Paterna,Piso,"Piso en calle d'Alacant, Santa Rita, Paterna",3,96,1.0,Planta 1ª exterior con ascensor,"PAT-16
Tecnocasa vende en EXCLUSIVA, magnifica vivienda exterior. Finca del año 1978, orientación noroeste.
Primera altura EXTERIOR con ascensor y BALCON.
Cuenta con 96 metros construidos.
La vivienda se encuentra para actualizar.
- 3 dormitorios.
- 1 baño completo.
- Salón con salida al BALCON muy luminoso.
- Cocin",[],No,128000
578,Casa o chalet independiente en calle 10,La Cañada,Paterna,Casa,"Casa o chalet independiente en calle 10, La Cañada, Paterna",3,73,1.0,,"Encantadora casa en La Cañada, esquinera para reformar.
Cuenta con tres habitaciones, 1 salón, 1 baño, y la cocina, también 2 terrazas una por delante techada, y la otra por detras, sin techar.
En la parcela, hay otra pequeña casa, para reformar o derribar.
Tiene una ubicación perfecta para vivir todo el año, tranqui",[],No,275000
580,Piso en calle Sant Cristòfol,Piso en calle Sant Cristòfol,Aldaia,Piso,"Piso en calle Sant Cristòfol, Aldaia",3,80,,Planta 1ª exterior con ascensor,"J 9867 REF. ¡Oportunidad en Aldaia!
Descubre este encantador piso en venta en ALDAIA, con una ubicación privilegiada y un precio irresistible de 121.000 €.
VIVIENDA ALQUILADA POR 630€ MENUALES
1 PLANTA CON ASCENSOR
Este acogedor hogar de 75 m² útiles ofrece tres habitaciones, una de ellas exterior, y un baño comple",[],No,120000
581,Piso en calle Ceramista Alfonso Blat,Alameda Park,Manises,Piso,"Piso en calle Ceramista Alfonso Blat, Alameda Park, Manises",2,101,,,"Inmueble EN CESION DE REMATE. Oportunidad para inversores y clientes especializados de adquirir esta propiedad a un precio único.
En TRENCADIS REAL ESTATE somos especialistas en este tipo de inmuebles, tenemos una amplia cartera de propiedades sin posesión, y encontramos las mejores oportunidades de inversión según el",[],No,125000
582,Casa o chalet independiente en calle Cura Català,Centro Ciudad,Manises,Chalet,"Casa o chalet independiente en calle Cura Català, Centro Ciudad, Manises",4,162,,,"¡ VALENZUELA CONSULTORES PRESENTA ESTE FANTÁSTICA CASA EN EL CASCO ANTIGUO ¡
Presentamos este fantástica CASA en el casco antiguo, al lado de Ayuntamiento, y en una de las calles más solicitadas de MANISES, (CURA CATALA)¨
El inmueble esta distribuido en dos plantas, pudiendo así vivir tanto arriba o como abajo, la pl",[],Sí,220000
583,Casa de pueblo en El Alborgí,Casa de pueblo en El Alborgí,Paterna,Chalet,"Casa de pueblo en El Alborgí, Paterna",3,224,,,"***EXPERCASA PATERNA**** LES PRESENTA EN EXCLUSIVA ESTA MAGNÍFICA CASA INDEPENDIENTE CON BAJO COMERCIAL EN VENTA EN ZONA ALBORGÍ, PATERNA.
La casa se encuentra en una de las mejores zonas de Alborgí, con todos los servicios necesarios a su alcance. Destaca por sus buenas calidades, su comodidad y buena ubicación. Adem",[],No,310000
584,Piso en Centro Ciudad,Piso en Centro Ciudad,Paterna,Piso,"Piso en Centro Ciudad, Paterna",3,100,,,"TECNOCASA GESTIONA EN EXCLUSIVA - CAMPAMENTO
¡Descubre tu nuevo hogar en este encantador piso de 100 m² construidos! Situado en un edificio con ascensor y orientación sur, este inmueble ofrece una distribución eficiente con 90 m² útiles. La vivienda está en buen estado, lista para entrar a vivir y es apta para persona",[],No,177000
585,Piso en calle de Francisco Valldecabres,El Mercado,Manises,Piso,"Piso en calle de Francisco Valldecabres, El Mercado, Manises",2,56,1.0,,Ponemos a su disposición éste inmueble de venta situado en manises en zona barrio santa félix. 55 mts. piso en planta baja. consta de 2 dormitorios y 1 baño completo con plato de ducha. salón comedor. cocina independiente. vivienda ideal para inversores. No se puede visitar. Actualmente se encuentra con inquilino con c,[],No,80000
586,Piso en El Alborgí,Piso en El Alborgí,Paterna,Piso,"Piso en El Alborgí, Paterna",4,107,1.0,Planta 2ª exterior con ascensor,"¡Oportunidad única en Paterna, zona de Alborgí!
Se vende amplio piso de 100 m² en una de las mejores zonas de Paterna.  
La vivienda cuenta con:
4 habitaciones, 1 baño, una cocina lista para reformar a tu gusto y un trastero dentro de la misma. Además, dispone de un balcón perfecto para disfrutar del aire libre.
El",[],No,155000
587,Casa o chalet independiente en lepanto,El Mercado,Manises,Chalet,"Casa o chalet independiente en lepanto, El Mercado, Manises",6,301,2.0,,"Se vende casa independiente en el centro de manises a pasos de carretera, buena construcción distribuida en dos plantas, perfecta para familia numerosa o para personas mayores. planta baja consta de recibidor, cocina independiente con galería, salón comedor, 3 habitaciones dobles, 2 baños uno de ellos con bañera. plant",[],Sí,450000
588,Casa o chalet independiente en La Cañada,Casa o chalet independiente en La Cañada,Paterna,Chalet,"Casa o chalet independiente en La Cañada, Paterna",3,190,,,"Chalet independiente en altura, 500 m2 de parcela y 190m2c de vivienda ( sin contar los metros del sótano ); con dos plantas más sótano totalmente aprovechadas. En planta baja, encontramos un amplia cocina que comunica con el comedor, un enorme salón y el servicio de cortesía. En la planta alta dispone de tres dormitor",[],No,475000
589,Chalet en Centro Ciudad,Chalet en Centro Ciudad,Paterna,Chalet,"Chalet en Centro Ciudad, Paterna",5,350,,,"Descripción: Esta espaciosa casa de tres alturas se encuentra en una ubicación privilegiada, muy cerca del centro de la población.  
Última planta: Disfruta de una amplia terraza en la parte superior, perfecta para relajarte al aire libre.
Primera planta: Aquí encontrarás la vivienda principal con cuatro habitaciones",[],Sí,385000
590,Dúplex en calle de Catarroja,Poligono del Aeropuerto,Manises,,"Dúplex en calle de Catarroja, Poligono del Aeropuerto, Manises",1,96,,Planta 2ª exterior con ascensor,"Se vende precioso Loft en Manises. ¡Nada más entrar te va a encantar! Es ideal, moderno, práctico y funcional, luminoso y perfecto para ti.
Distribuido en dos alturas, con la habitación y un baño en altillo, dándole un look actual, diferente y moderno. En planta se encuentra la cocina, amplio y luminoso salón con gran",['Alquilada'],Sí,215000
591,Piso en calle dels Pins,Parc Central,Paterna,Piso,"Piso en calle dels Pins, Parc Central, Paterna",4,136,,Planta 2ª sin ascensor,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Estás interesado en comprar un piso en Paterna?
¡Tenemos en exclusiva un piso para ti!
Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, c",[],No,175000
592,Piso en calle dels Molins,Els Molins,Paterna,Piso,"Piso en calle dels Molins, Els Molins, Paterna",3,79,,Planta 1ª con ascensor,"¿Buscas tu nuevo hogar en Paterna? Nosotros lo tenemos.
Excelente oportunidad de adquirir este piso agradable y luminoso que ofrece un ambiente acogedor, una distribución bien diseñada, con ventanales que permiten la entrada de luz natural, creando una sensación de amplitud y calidez en sus diferentes espacios y habit",[],No,105000
593,Piso en Grupo de la Mercé,Centro Ciudad,Paterna,Piso,"Piso en Grupo de la Mercé, Centro Ciudad, Paterna",2,64,,Planta 4ª sin ascensor,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Estás interesado en comprar un piso en Paterna?
¡Tenemos en exclusiva un piso para ti!
Disponemos de un piso en edificio residencial y poder adquirirlo en propiedad, co",[],No,31455
594,Piso en calle de la Mare de Déu del Pilar,El Alborgí,Paterna,Piso,"Piso en calle de la Mare de Déu del Pilar, 62, El Alborgí, Paterna",3,115,,Planta 2ª exterior con ascensor,"UBICACIÓN junto al Parque Central, Frente al Colegio La Torre, parada de autobús, escasos 100 metros del ambulatorio y menos de 50 metros del supermercado.
VIVIENDA:
*Garaje
*2 Trasteros
*Ascensor
*Zona Común Ajardinada
*Posibilidad de uso de amplia terraza superior comunitaria.
*Excelente estado de conservación
*",[],Sí,205000
595,Piso en calle Rodrigo Botet,El Mercado,Manises,Piso,"Piso en calle Rodrigo Botet, El Mercado, Manises",4,72,,Planta 5ª exterior sin ascensor,"Este encantador piso de 72 m² es perfecto como hogar o inversión para alquiler, ubicado en pleno centro de Manises, con vecinos españoles y todos los servicios al alcance: supermercados, colegios, transporte público, y más.
A solo 5 minutos andando de la estación de metro Rosas, a 20 minutos en metro del centro de Val",[],No,114000
596,Piso en avenida Villalba de Lugo,Piso en avenida Villalba de Lugo,Quart de Poblet,Piso,"Piso en avenida Villalba de Lugo, Quart de Poblet",3,78,,Planta 2ª exterior con ascensor,"PISOS del LEVANTE dispone en exclusiva de este Piso con BALCON en la avenida Villalba de Lugo de Quart de Poblet.
Los 78 m2 construidos se distribuyen en:
- Salón amplio exterior.
- Habitación muy amplia con baño en suite y vestidor.
- 2 habitaciones amplias, una de ellas con balcón exterior.
- Cocina en buen estado.",[],No,169900
597,Chalet,en Benimàmet,Manises,Chalet,Chalet en Benimàmet,4,400,,,"TODAS NUESTRAS OFERTAS PUBLICADAS ANTES EN GRUPO90. COM - ¡Descubre tu refugio artístico en esta encantadora alquería de 1910! Con 400 metros cuadrados de historia y encanto, esta casa de pueblo es un verdadero tesoro para los amantes del arte y la tranquilidad. La primera planta te recibe con un amplio recibidor, una",[],No,430000
598,Casa o chalet independiente en calle 340,La Cañada,Paterna,Chalet,"Casa o chalet independiente en calle 340, La Cañada, Paterna",4,325,,,"¿Buscas un hogar espacioso, luminoso y lleno de confort en una zona exclusiva de Valencia? ¡Este chalet de 325 m2 en La Cañada, Paterna, es la solución! Un espacio diseñado para el confort y la vida en familia: Amplia superficie de 325 m2 distribuidos en 2 plantas y buhardilla, ofreciendo espacio y comodidad para toda",['Villa'],Sí,538000
599,Casa o chalet independiente en La Cañada,Casa o chalet independiente en La Cañada,Paterna,Chalet,"Casa o chalet independiente en La Cañada, Paterna",3,140,,,"¡No te pierdas esta oportunidad!
Nos complace presentar esta propiedad ubicada en el prestigioso vecindario de La Cañada, en Valencia.
Este magnífico chalet de una sola planta destaca por su excelente distribución, que maximiza la funcionalidad y el confort. Su orientación optimizada permite disfrutar de las terraza",[],No,550000
600,Chalet adosado en Reyes Catolicos,Chalet adosado en Reyes Catolicos,Quart de Poblet,Chalet,"Chalet adosado en Reyes Catolicos, Quart de Poblet",130,130,,,"¡EXCELENTE OPORTUNIDAD!
Chalet adosado que acaba de ser derruido y desescombrado, por tanto, tratamos de un lienzo en blanco para hacer tu casa a tu gusto.
Se ubica a escasos metros de la avenida principal del Barrio del cristo, donde encontramos todo tipo de Servicios, supermercados (Mercadona, Comsun, Día), Mercado",[],No,39900
601,Piso en calle Adolfo Sáez,Piso en calle Adolfo Sáez,Aldaia,Piso,"Piso en calle Adolfo Sáez, Aldaia",3,72,,,"Inmueble alquilado y sin acceso al interior. Las fotografías del interior pueden no ajustarse al estado actual. ¿Estás interesado en comprar un piso en Aldaia?
¡Tenemos en exclusiva un piso para ti!
Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas de",[],No,100000
602,Dúplex en calle de Catarroja,Poligono del Aeropuerto,Manises,,"Dúplex en calle de Catarroja, 1, Poligono del Aeropuerto, Manises",94,94,,Planta 1ª exterior con ascensor,"RENTABILIDAD asegurada en caso de alquiler.
Luminoso y amplio Loft en 2 alturas.
Planta inferior con cocina/salón, aseo, con acceso a una amplia terraza con vistas a jardín Zen. Hay 2 aparatos de aire acondicionados y cuenta con fibra óptica.
Planta superior espaciosa para habitación u oficina con baño completo y",['Loft'],Sí,197000
604,Dúplex,en Aldaia,Manises,,Dúplex en Aldaia,2,116,,Planta 3ª exterior con ascensor,"Te presentamos este estupendo ático dúplex de 116 metros construidos, con dos habitaciones, dos baños completos, gran salón comedor, una espaciosa cocina y una maravillosa terraza de 45 metros que se convertirá en el lugar preferido para tus reuniones con familia y amigos. Accedemos a la vivienda por el piso inferior d",[],Sí,183500
